Date,Away_Team,Home_Team,Game_Status,Away_Win_Prob,Home_Win_Prob,Away_Proj_Runs,Home_Proj_Runs,Proj_Total,Pinnacle_Away_ML,Pinnacle_Home_ML,Pinnacle_Total_Line,Away_EV,Away_Kelly,Home_EV,Home_Kelly,Over_EV,Over_Kelly,Under_EV,Under_Kelly,Actual_Away_Runs,Actual_Home_Runs,Actual_Total,Lineups_Confirmed
2026-09-22,TOR,BAL,Scheduled,39.7,60.3,4.02,4.72,8.7,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,N/A,N/A,N/A
2026-09-22,WSN,DET,Final,44.6,55.4,4.57,4.92,9.5,133,-145,8.0,3.9,,-6.4,,27.0,,-33.7,,3,1,4,N/A
2026-09-23,ARI,COL,Final,52.53,47.47,6.77,6.57,13.34,-152,140,11.0,-12.91,0.0,13.93,2.49,37.79,9.83,-42.09,0.0,5,3,8,N/A
2026-09-23,CHW,KCR,Final,67.17,32.83,5.69,4.15,9.84,-114,105,8.5,26.09,7.44,-32.7,0.0,21.91,5.92,-28.01,0.0,4,5,9,N/A
2026-09-23,CIN,ATL,Final,26.46,73.54,3.27,5.28,8.55,233,-260,7.5,-11.89,0.0,1.82,1.19,21.79,5.14,-24.77,0.0,2,3,5,N/A
2026-09-23,CLE,BOS,Final,39.55,60.45,3.69,4.52,8.21,119,-129,6.5,-13.39,0.0,7.31,2.36,30.74,8.84,-38.96,0.0,0,1,1,N/A
2026-09-23,HOU,SEA,Final,55.11,44.89,4.26,3.85,8.11,109,-118,8.0,15.18,3.48,-17.07,0.0,-3.15,0.0,-1.78,0.0,5,6,11,N/A
2026-09-23,LAA,OAK,Final,65.47,34.53,5.05,3.74,8.79,-127,117,9.5,17.02,5.4,-25.07,0.0,-25.83,0.0,19.77,5.34,3,7,10,N/A
2026-09-23,MIA,CHC,Final,41.89,58.11,4.8,5.62,10.42,156,-170,6.5,7.24,1.16,-7.71,0.0,62.3,18.22,-74.52,0.0,3,2,5,N/A
2026-09-23,MIL,PHI,Final,68.24,31.76,5.37,3.77,9.13,-122,112,7.0,24.17,7.37,-32.67,0.0,39.35,10.62,-45.03,0.0,4,1,5,N/A
2026-09-23,MIN,SFG,Final,48.25,51.75,4.42,4.6,9.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,6,N/A
2026-09-23,NYM,TEX,Final,54.03,45.97,4.39,4.08,8.47,-104,-104,8.0,5.98,1.56,-9.83,0.0,3.73,0.95,-8.91,0.0,7,2,9,N/A
2026-09-23,SDP,LAD,Final,32.14,67.86,3.41,4.85,8.25,194,-214,8.0,-5.51,0.0,-0.43,0.0,-5.14,0.0,0.4,0.1,5,1,6,N/A
2026-09-23,STL,PIT,Final,37.27,62.73,4.26,5.38,9.64,123,-134,7.0,-16.89,0.0,9.54,3.2,40.7,12.41,-52.11,0.0,5,1,6,N/A
2026-09-23,TBR,NYY,Final,43.13,56.87,3.96,4.48,8.44,120,-130,6.5,-5.11,0.0,0.62,0.2,39.15,10.57,-45.57,0.0,2,9,11,N/A
2026-09-23,TOR,BAL,Final,45.46,54.54,4.05,4.35,8.4,106,-115,7.5,-6.35,0.0,1.97,0.57,8.23,2.26,-14.23,0.0,2,4,6,N/A
2026-09-23,WSN,DET,Final,52.25,47.75,4.9,4.71,9.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,6,N/A
2026-09-24,ARI,COL,Final,69.7,30.3,7.44,5.37,12.81,-186,170,10.0,7.17,3.34,-18.19,0.0,45.69,12.11,-50.92,0.0,12,8,20,N/A
2026-09-24,CHW,KCR,Final,46.24,53.76,4.7,4.99,9.69,-134,124,8.5,-19.25,0.0,20.42,4.12,15.54,4.51,-22.96,0.0,9,1,10,N/A
2026-09-24,CIN,ATL,Final,28.94,71.06,3.8,5.73,9.53,201,-222,8.0,-12.89,0.0,3.07,1.7,28.9,7.3,-32.73,0.0,7,6,13,N/A
2026-09-24,CLE,BOS,Final,40.36,59.64,3.92,4.66,8.58,114,-124,6.5,-13.63,0.0,7.74,2.4,36.71,10.65,-46.04,0.0,1,0,1,N/A
2026-09-24,HOU,OAK,Final,64.45,35.55,5.32,4.08,9.4,-163,149,10.5,3.99,1.63,-11.48,0.0,-33.03,0.0,29.58,7.32,7,5,12,N/A
2026-09-24,LAA,SEA,Final,40.3,59.7,3.77,4.53,8.31,193,-213,7.0,18.08,2.34,-12.27,0.0,25.13,6.41,-28.9,0.0,6,4,10,N/A
2026-09-24,MIA,CHC,Final,43.46,56.54,4.55,5.16,9.71,184,-203,7.0,23.43,3.18,-15.61,0.0,50.69,13.43,-55.65,0.0,1,2,3,N/A
2026-09-24,MIL,PHI,Final,64.24,35.76,5.78,4.46,10.24,121,-131,8.0,41.97,8.67,-36.94,0.0,44.72,10.96,-46.49,0.0,5,1,6,N/A
2026-09-24,NYM,TEX,Final,55.79,44.21,4.5,4.02,8.51,117,-127,8.5,21.06,4.5,-20.98,0.0,-3.46,0.0,-2.39,0.0,1,3,4,N/A
2026-09-24,SDP,LAD,Final,41.16,58.84,4.02,4.79,8.81,153,-167,8.0,4.13,0.68,-5.93,0.0,16.48,4.0,-20.07,0.0,4,2,6,N/A
2026-09-24,STL,PIT,Final,49.99,50.01,4.43,4.44,8.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,N/A
2026-09-24,TBR,NYY,Final,34.45,65.55,3.35,4.61,7.96,135,-146,6.0,-19.04,0.0,10.45,3.81,39.76,10.54,-44.85,0.0,4,6,10,N/A
2026-09-25,ARI,SDP,Final,52.26,47.74,4.32,4.13,8.45,116,-126,7.5,12.88,2.78,-14.37,0.0,7.24,2.08,-13.87,0.0,11,4,15,N/A
2026-09-25,ATL,MIA,Final,55.45,44.55,4.61,4.16,8.77,-110,101,8.0,5.86,1.61,-10.45,0.0,12.57,3.14,-16.73,0.0,0,3,3,N/A
2026-09-25,BAL,NYY,Final,44.97,55.03,4.18,4.58,8.76,102,-111,6.5,-9.16,0.0,4.61,1.28,39.08,11.53,-49.32,0.0,3,6,9,N/A
2026-09-25,CHC,BOS,Final,57.28,42.72,5.72,5.1,10.82,-110,102,6.5,9.35,2.57,-13.71,0.0,75.01,19.5,-79.24,0.0,0,2,2,N/A
2026-09-25,CIN,TOR,Final,45.41,54.59,4.15,4.5,8.65,121,-131,7.5,0.36,0.07,-3.74,0.0,11.03,3.17,-17.97,0.0,5,6,11,N/A
2026-09-25,CLE,KCR,Final,52.96,47.04,4.36,4.09,8.45,-135,124,7.0,-7.81,0.0,5.37,1.08,21.29,6.17,-28.33,0.0,12,9,21,N/A
2026-09-25,COL,CHW,Final,32.31,67.69,4.37,6.02,10.39,207,-230,8.0,-0.81,0.0,-2.88,0.0,39.98,11.09,-47.06,0.0,1,6,7,N/A
2026-09-25,HOU,OAK,Final,64.46,35.54,5.28,4.0,9.28,-172,158,9.0,1.94,0.83,-8.31,0.0,-0.84,0.0,-3.97,0.0,5,6,11,N/A
2026-09-25,LAA,SEA,Final,52.98,47.02,3.83,3.61,7.43,106,-115,6.5,9.14,2.16,-12.09,0.0,11.84,3.4,-18.84,0.0,7,5,12,N/A
2026-09-25,LAD,SFG,Final,69.66,30.34,5.02,3.35,8.37,-305,270,7.5,-7.5,0.0,12.26,1.14,14.43,3.5,-18.76,0.0,2,0,2,N/A
2026-09-25,NYM,WSN,Final,37.71,62.29,4.13,5.16,9.29,-105,-103,8.0,-26.38,0.0,22.77,5.86,19.23,5.19,-24.74,0.0,6,7,13,N/A
2026-09-25,PIT,DET,Final,47.51,52.49,4.44,4.67,9.11,-104,-104,8.0,-6.81,0.0,2.96,0.77,20.31,5.08,-24.05,0.0,7,8,15,N/A
2026-09-25,STL,MIL,Final,40.0,60.0,4.21,5.09,9.3,161,-177,8.0,4.4,0.68,-6.1,0.0,25.31,6.26,-28.5,0.0,4,8,12,N/A
2026-09-25,TBR,PHI,Final,43.16,56.84,4.08,4.69,8.76,153,-167,6.5,9.19,1.5,-9.12,0.0,40.74,11.71,-50.07,0.0,2,0,2,N/A
2026-09-25,TEX,MIN,Final,51.81,48.19,4.54,4.4,8.94,-112,104,7.0,-1.93,0.0,-1.69,0.0,29.16,8.67,-37.74,0.0,2,10,12,N/A
2026-09-26,ARI,SDP,Scheduled,51.46,48.54,4.39,4.26,8.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2026-09-26,ATL,MIA,Scheduled,54.96,45.04,4.54,4.14,8.68,,,,,0.0,,0.0,,0.0,,0.0,N/A,N/A,N/A,N/A
2026-09-26,CIN,TOR,Scheduled,37.89,62.11,3.95,4.97,8.93,142,-158,8.0,-8.31,0.0,1.42,0.56,14.46,3.76,-19.85,0.0,N/A,N/A,N/A,N/A
2026-09-26,CLE,KCR,Scheduled,47.27,52.73,4.18,4.4,8.59,-127,115,8.5,-15.51,0.0,13.37,2.91,-2.47,0.0,-4.28,0.0,N/A,N/A,N/A,N/A
2026-09-26,COL,CHW,Scheduled,34.92,65.08,4.58,5.96,10.54,195,-221,8.0,3.01,0.39,-5.47,0.0,39.14,11.35,-48.64,0.0,N/A,N/A,N/A,N/A
2026-09-26,HOU,OAK,Scheduled,63.56,36.44,5.47,4.25,9.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2026-09-26,LAA,SEA,Scheduled,45.35,54.65,3.8,4.2,8.01,165,-185,7.5,20.18,3.06,-15.81,0.0,-2.05,0.0,-4.36,0.0,N/A,N/A,N/A,N/A
2026-09-26,LAD,SFG,Scheduled,69.47,30.53,4.96,3.37,8.33,-328,279,7.5,-9.35,0.0,15.71,1.41,11.91,3.04,-18.02,0.0,N/A,N/A,N/A,N/A
2026-09-26,NYM,WSN,Scheduled,38.42,61.58,4.28,5.29,9.57,-128,116,8.5,-31.56,0.0,33.01,7.11,18.11,4.66,-23.83,0.0,N/A,N/A,N/A,N/A
2026-09-26,PIT,DET,Scheduled,55.63,44.37,4.83,4.34,9.17,,,,,0.0,,0.0,,0.0,,0.0,N/A,N/A,N/A,N/A
2026-09-26,STL,MIL,Scheduled,42.63,57.37,4.45,5.06,9.51,161,-180,7.5,11.26,1.75,-10.76,0.0,30.99,8.75,-39.28,0.0,N/A,N/A,N/A,N/A
2026-09-26,TBR,PHI,Scheduled,51.16,48.84,4.62,4.5,9.11,,,,,0.0,,0.0,,0.0,,0.0,N/A,N/A,N/A,N/A
2026-09-26,TEX,MIN,Scheduled,46.36,53.64,4.41,4.72,9.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
